Year,Month,Statistic Label,Location,UNIT,VALUE
2023,03,Residential Property Price Index,Dublin,Index,142.9
2023,03,Residential Property Price Index,Rest Of Country,Index,141.6
2023,03,Residential Property Price Index,Rest Of Country,Index,146.7
2023,03,Residential Property Price Index,Dublin,Index,150.6
2023,03,Residential Property Price Index,National Excluding Dublin,Index,186.0
2023,03,Residential Property Price Index,Rest Of Country,Index,201.7
2023,03,Residential Property Price Index,Rest Of Country,Index,208.0
2023,03,Residential Property Price Index,Rest Of Country,Index,214.7
2023,03,Residential Property Price Index,Rest Of Country,Index,169.7
2023,03,Residential Property Price Index,Rest Of Country,Index,182.9
2023,03,Residential Property Price Index,Rest Of Country,Index,191.0
2023,03,Residential Property Price Index,Rest Of Country,Index,185.8
2023,04,Residential Property Price Index,National,Index,166.7
2023,04,Residential Property Price Index,Dublin,Index,144.6
2023,04,Residential Property Price Index,Dublin,Index,141.9
2023,04,Residential Property Price Index,Rest Of Country,Index,139.9
2023,04,Residential Property Price Index,Rest Of Country,Index,146.4
2023,04,Residential Property Price Index,Dublin,Index,148.4
2023,04,Residential Property Price Index,National Excluding Dublin,Index,186.8
2023,04,Residential Property Price Index,Rest Of Country,Index,198.9
2023,04,Residential Property Price Index,Rest Of Country,Index,207.9
2023,04,Residential Property Price Index,Rest Of Country,Index,215.0
2023,04,Residential Property Price Index,Rest Of Country,Index,170.8
2023,04,Residential Property Price Index,Rest Of Country,Index,187.6
2023,04,Residential Property Price Index,Rest Of Country,Index,192.0
2023,04,Residential Property Price Index,Rest Of Country,Index,185.9
2023,05,Residential Property Price Index,National,Index,166.4
2023,05,Residential Property Price Index,Dublin,Index,144.3
2023,05,Residential Property Price Index,Dublin,Index,141.7
2023,05,Residential Property Price Index,Rest Of Country,Index,138.6
2023,05,Residential Property Price Index,Rest Of Country,Index,146.6
2023,05,Residential Property Price Index,Dublin,Index,148.7
2023,05,Residential Property Price Index,National Excluding Dublin,Index,186.5
2023,05,Residential Property Price Index,Rest Of Country,Index,199.2
2023,05,Residential Property Price Index,Rest Of Country,Index,207.6
2023,05,Residential Property Price Index,Rest Of Country,Index,216.9
2023,05,Residential Property Price Index,Rest Of Country,Index,170.5
2023,05,Residential Property Price Index,Rest Of Country,Index,187.9
2023,05,Residential Property Price Index,Rest Of Country,Index,191.6
2023,05,Residential Property Price Index,Rest Of Country,Index,184.1
2023,06,Residential Property Price Index,National,Index,167.4
2023,06,Residential Property Price Index,Dublin,Index,141.9
2023,06,Residential Property Price Index,Rest Of Country,Index,140.0
2023,06,Residential Property Price Index,Rest Of Country,Index,147.5
2023,06,Residential Property Price Index,Dublin,Index,148.7
2023,06,Residential Property Price Index,National Excluding Dublin,Index,187.9
2023,06,Residential Property Price Index,Rest Of Country,Index,197.8
2023,06,Residential Property Price Index,Rest Of Country,Index,207.1
2023,06,Residential Property Price Index,Rest Of Country,Index,217.8
2023,06,Residential Property Price Index,Rest Of Country,Index,171.7
2023,06,Residential Property Price Index,Rest Of Country,Index,190.7
2023,06,Residential Property Price Index,Rest Of Country,Index,194.8
2023,07,Residential Property Price Index,National,Index,168.3
2023,07,Residential Property Price Index,Dublin,Index,145.4
2023,07,Residential Property Price Index,Dublin,Index,142.9
2023,07,Residential Property Price Index,Rest Of Country,Index,141.4
2023,07,Residential Property Price Index,Rest Of Country,Index,146.7
2023,07,Residential Property Price Index,Dublin,Index,148.5
2023,07,Residential Property Price Index,National Excluding Dublin,Index,189.2
2023,07,Residential Property Price Index,Rest Of Country,Index,197.4
2023,07,Residential Property Price Index,Rest Of Country,Index,219.7
2023,07,Residential Property Price Index,Rest Of Country,Index,171.7
2023,07,Residential Property Price Index,Rest Of Country,Index,194.0
2023,07,Residential Property Price Index,Rest Of Country,Index,197.3
2023,07,Residential Property Price Index,Rest Of Country,Index,188.1
2023,08,Residential Property Price Index,National,Index,169.0
2023,08,Residential Property Price Index,Dublin,Index,146.4
2023,08,Residential Property Price Index,Dublin,Index,144.3
2023,08,Residential Property Price Index,Rest Of Country,Index,141.5
2023,08,Residential Property Price Index,Rest Of Country,Index,147.9
2023,08,Residential Property Price Index,Dublin,Index,149.8
2023,08,Residential Property Price Index,Rest Of Country,Index,197.9
2023,08,Residential Property Price Index,Rest Of Country,Index,207.8
2023,08,Residential Property Price Index,Rest Of Country,Index,220.7
2023,08,Residential Property Price Index,Rest Of Country,Index,172.3
2023,08,Residential Property Price Index,Rest Of Country,Index,195.2
2023,08,Residential Property Price Index,Rest Of Country,Index,197.1
2023,08,Residential Property Price Index,Rest Of Country,Index,188.4
2023,09,Residential Property Price Index,National,Index,170.6
2023,09,Residential Property Price Index,Dublin,Index,147.8
2023,09,Residential Property Price Index,Dublin,Index,145.8
2023,09,Residential Property Price Index,Rest Of Country,Index,143.1
2023,09,Residential Property Price Index,Rest Of Country,Index,149.0
2023,09,Residential Property Price Index,Dublin,Index,150.9
2023,09,Residential Property Price Index,National Excluding Dublin,Index,191.3
2023,09,Residential Property Price Index,Rest Of Country,Index,200.5
2023,09,Residential Property Price Index,Rest Of Country,Index,209.1
2023,09,Residential Property Price Index,Rest Of Country,Index,220.8
2023,09,Residential Property Price Index,Rest Of Country,Index,173.3
2023,09,Residential Property Price Index,Rest Of Country,Index,196.8
2023,09,Residential Property Price Index,Rest Of Country,Index,191.5
2023,10,Residential Property Price Index,National,Index,172.5
2023,10,Residential Property Price Index,Dublin,Index,149.8
2023,10,Residential Property Price Index,Dublin,Index,147.6
2023,10,Residential Property Price Index,Rest Of Country,Index,145.1
2023,10,Residential Property Price Index,Rest Of Country,Index,151.2
2023,10,Residential Property Price Index,Dublin,Index,152.9
2023,10,Residential Property Price Index,National Excluding Dublin,Index,193.3
2023,10,Residential Property Price Index,Rest Of Country,Index,203.3
2023,10,Residential Property Price Index,Rest Of Country,Index,210.6
2023,10,Residential Property Price Index,Rest Of Country,Index,225.1
2023,10,Residential Property Price Index,Rest Of Country,Index,174.9
2023,10,Residential Property Price Index,Rest Of Country,Index,199.0
2023,10,Residential Property Price Index,Rest Of Country,Index,200.3
2023,10,Residential Property Price Index,Rest Of Country,Index,192.9
2023,11,Residential Property Price Index,National,Index,174.1
2023,11,Residential Property Price Index,Dublin,Index,151.6
2023,11,Residential Property Price Index,Dublin,Index,149.1
2023,11,Residential Property Price Index,Rest Of Country,Index,146.7
2023,11,Residential Property Price Index,Rest Of Country,Index,153.1
2023,11,Residential Property Price Index,Dublin,Index,155.2
2023,11,Residential Property Price Index,National Excluding Dublin,Index,194.7
2023,11,Residential Property Price Index,Rest Of Country,Index,212.1
2023,11,Residential Property Price Index,Rest Of Country,Index,227.4
2023,11,Residential Property Price Index,Rest Of Country,Index,176.8
2023,11,Residential Property Price Index,Rest Of Country,Index,201.4
2023,11,Residential Property Price Index,Rest Of Country,Index,192.7
2023,12,Residential Property Price Index,National,Index,176.3
2023,12,Residential Property Price Index,Dublin,Index,153.6
2023,12,Residential Property Price Index,Dublin,Index,151.0
2023,12,Residential Property Price Index,Rest Of Country,Index,147.2
2023,12,Residential Property Price Index,Rest Of Country,Index,154.2
2023,12,Residential Property Price Index,Dublin,Index,160.9
2023,12,Residential Property Price Index,National Excluding Dublin,Index,197.1
2023,12,Residential Property Price Index,Rest Of Country,Index,206.3
2023,12,Residential Property Price Index,Rest Of Country,Index,218.7
2023,12,Residential Property Price Index,Rest Of Country,Index,228.5
2023,12,Residential Property Price Index,Rest Of Country,Index,180.1
2023,12,Residential Property Price Index,Rest Of Country,Index,202.2
2023,12,Residential Property Price Index,Rest Of Country,Index,202.0
2023,12,Residential Property Price Index,Rest Of Country,Index,195.3
2024,01,Residential Property Price Index,National,Index,177.5
2024,01,Residential Property Price Index,Dublin,Index,155.1
2024,01,Residential Property Price Index,Dublin,Index,152.9
2024,01,Residential Property Price Index,Rest Of Country,Index,148.4
2024,01,Residential Property Price Index,Rest Of Country,Index,156.2
2024,01,Residential Property Price Index,Dublin,Index,161.8
2024,01,Residential Property Price Index,National Excluding Dublin,Index,198.1
2024,01,Residential Property Price Index,Rest Of Country,Index,206.8
2024,01,Residential Property Price Index,Rest Of Country,Index,223.2
2024,01,Residential Property Price Index,Rest Of Country,Index,230.0
2024,01,Residential Property Price Index,Rest Of Country,Index,180.7
2024,01,Residential Property Price Index,Rest Of Country,Index,203.7
2024,01,Residential Property Price Index,Rest Of Country,Index,201.3
2024,01,Residential Property Price Index,Rest Of Country,Index,196.4
2024,02,Residential Property Price Index,National,Index,178.3
2024,02,Residential Property Price Index,Dublin,Index,155.8
2024,02,Residential Property Price Index,Dublin,Index,154.7
2024,02,Residential Property Price Index,Rest Of Country,Index,148.0
2024,02,Residential Property Price Index,Rest Of Country,Index,156.3
2024,02,Residential Property Price Index,Dublin,Index,162.5
2024,02,Residential Property Price Index,National Excluding Dublin,Index,198.9
2024,02,Residential Property Price Index,Rest Of Country,Index,206.0
2024,02,Residential Property Price Index,Rest Of Country,Index,223.8
2024,02,Residential Property Price Index,Rest Of Country,Index,229.1
2024,02,Residential Property Price Index,Rest Of Country,Index,181.2
2024,02,Residential Property Price Index,Rest Of Country,Index,204.0
2024,02,Residential Property Price Index,Rest Of Country,Index,201.4
2024,02,Residential Property Price Index,Rest Of Country,Index,199.4
2024,03,Residential Property Price Index,National,Index,179.2
2024,03,Residential Property Price Index,Dublin,Index,157.3
2024,03,Residential Property Price Index,Dublin,Index,156.2
2024,03,Residential Property Price Index,Rest Of Country,Index,149.0
2024,03,Residential Property Price Index,Rest Of Country,Index,158.5
2024,03,Residential Property Price Index,Dublin,Index,163.9
2024,03,Residential Property Price Index,Rest Of Country,Index,206.2
2024,03,Residential Property Price Index,Rest Of Country,Index,224.4
2024,03,Residential Property Price Index,Rest Of Country,Index,227.9
2024,03,Residential Property Price Index,Rest Of Country,Index,181.1
2024,03,Residential Property Price Index,Rest Of Country,Index,204.7
2024,03,Residential Property Price Index,Rest Of Country,Index,203.4
2024,03,Residential Property Price Index,Rest Of Country,Index,200.8
2024,04,Residential Property Price Index,National,Index,180.0
2024,04,Residential Property Price Index,Dublin,Index,157.2
2024,04,Residential Property Price Index,Dublin,Index,156.1
2024,04,Residential Property Price Index,Rest Of Country,Index,150.0
2024,04,Residential Property Price Index,Rest Of Country,Index,157.6
2024,04,Residential Property Price Index,Dublin,Index,163.5
2024,04,Residential Property Price Index,National Excluding Dublin,Index,200.9
2024,04,Residential Property Price Index,Rest Of Country,Index,209.8
2024,04,Residential Property Price Index,Rest Of Country,Index,226.6
2024,04,Residential Property Price Index,Rest Of Country,Index,181.8
2024,04,Residential Property Price Index,Rest Of Country,Index,205.4
2024,04,Residential Property Price Index,Rest Of Country,Index,204.7
2024,04,Residential Property Price Index,Rest Of Country,Index,203.1
2024,05,Residential Property Price Index,National,Index,180.7
2024,05,Residential Property Price Index,Dublin,Index,157.9
2024,05,Residential Property Price Index,Dublin,Index,156.6
2024,05,Residential Property Price Index,Rest Of Country,Index,150.6
2024,05,Residential Property Price Index,Rest Of Country,Index,158.6
2024,05,Residential Property Price Index,Dublin,Index,163.9
2024,05,Residential Property Price Index,National Excluding Dublin,Index,201.7
2024,05,Residential Property Price Index,Rest Of Country,Index,212.4
2024,05,Residential Property Price Index,Rest Of Country,Index,228.6
2024,05,Residential Property Price Index,Rest Of Country,Index,232.4
2024,05,Residential Property Price Index,Rest Of Country,Index,181.4
2024,05,Residential Property Price Index,Rest Of Country,Index,209.3
2024,05,Residential Property Price Index,Rest Of Country,Index,204.2
2024,05,Residential Property Price Index,Rest Of Country,Index,203.7
2024,06,Residential Property Price Index,National,Index,182.5
2024,06,Residential Property Price Index,Dublin,Index,159.3
2024,06,Residential Property Price Index,Dublin,Index,158.0
2024,06,Residential Property Price Index,Rest Of Country,Index,152.2
2024,06,Residential Property Price Index,Rest Of Country,Index,160.3
2024,06,Residential Property Price Index,Dublin,Index,164.2
2024,06,Residential Property Price Index,National Excluding Dublin,Index,203.8
2024,06,Residential Property Price Index,Rest Of Country,Index,216.5
2024,06,Residential Property Price Index,Rest Of Country,Index,229.3
2024,06,Residential Property Price Index,Rest Of Country,Index,235.7
2024,06,Residential Property Price Index,Rest Of Country,Index,183.4
2024,06,Residential Property Price Index,Rest Of Country,Index,214.0
2024,06,Residential Property Price Index,Rest Of Country,Index,206.7
2024,06,Residential Property Price Index,Rest Of Country,Index,204.1
2024,07,Residential Property Price Index,National,Index,184.8
2024,07,Residential Property Price Index,Dublin,Index,161.3
2024,07,Residential Property Price Index,Dublin,Index,159.2
2024,07,Residential Property Price Index,Rest Of Country,Index,153.7
2024,07,Residential Property Price Index,Rest Of Country,Index,164.0
2024,07,Residential Property Price Index,Dublin,Index,166.5
2024,07,Residential Property Price Index,National Excluding Dublin,Index,206.3
2024,07,Residential Property Price Index,Rest Of Country,Index,221.1
2024,07,Residential Property Price Index,Rest Of Country,Index,230.6
2024,07,Residential Property Price Index,Rest Of Country,Index,239.0
2024,07,Residential Property Price Index,Rest Of Country,Index,185.3
2024,07,Residential Property Price Index,Rest Of Country,Index,218.4
2024,07,Residential Property Price Index,Rest Of Country,Index,209.1
2024,07,Residential Property Price Index,Rest Of Country,Index,206.2
2024,08,Residential Property Price Index,National,Index,186.5
2024,08,Residential Property Price Index,Dublin,Index,163.2
2024,08,Residential Property Price Index,Dublin,Index,161.7
2024,08,Residential Property Price Index,Rest Of Country,Index,155.3
2024,08,Residential Property Price Index,Rest Of Country,Index,166.1
2024,08,Residential Property Price Index,Dublin,Index,167.6
2024,08,Residential Property Price Index,National Excluding Dublin,Index,207.9
2024,08,Residential Property Price Index,Rest Of Country,Index,219.2
2024,08,Residential Property Price Index,Rest Of Country,Index,213.0
2024,08,Residential Property Price Index,Rest Of Country,Index,205.6
2024,09,Residential Property Price Index,National,Index,188.2
2024,09,Residential Property Price Index,Dublin,Index,164.8
2024,09,Residential Property Price Index,Dublin,Index,163.9
2024,09,Residential Property Price Index,Rest Of Country,Index,155.8
2024,09,Residential Property Price Index,Dublin,Index,167.9
2024,09,Residential Property Price Index,National Excluding Dublin,Index,209.6
2024,09,Residential Property Price Index,Rest Of Country,Index,231.3
2024,09,Residential Property Price Index,Rest Of Country,Index,247.9
2024,09,Residential Property Price Index,Rest Of Country,Index,186.3
2024,09,Residential Property Price Index,Rest Of Country,Index,218.5
2024,09,Residential Property Price Index,Rest Of Country,Index,215.1
2024,09,Residential Property Price Index,Rest Of Country,Index,208.3
