Year,Month,Statistic Label,Location,UNIT,VALUE
2012,07,Residential Property Price Index,Rest Of Country,Index,102.0
2012,07,Residential Property Price Index,Rest Of Country,Index,72.5
2012,07,Residential Property Price Index,Rest Of Country,Index,102.5
2012,07,Residential Property Price Index,Rest Of Country,Index,85.2
2012,07,Residential Property Price Index,Rest Of Country,Index,84.6
2012,08,Residential Property Price Index,National,Index,76.4
2012,08,Residential Property Price Index,Dublin,Index,67.4
2012,08,Residential Property Price Index,Dublin,Index,61.6
2012,08,Residential Property Price Index,Rest Of Country,Index,69.5
2012,08,Residential Property Price Index,Dublin,Index,66.6
2012,08,Residential Property Price Index,National Excluding Dublin,Index,86.9
2012,08,Residential Property Price Index,Rest Of Country,Index,103.0
2012,08,Residential Property Price Index,Rest Of Country,Index,90.1
2012,08,Residential Property Price Index,Rest Of Country,Index,99.9
2012,08,Residential Property Price Index,Rest Of Country,Index,73.3
2012,08,Residential Property Price Index,Rest Of Country,Index,102.0
2012,08,Residential Property Price Index,Rest Of Country,Index,84.9
2012,08,Residential Property Price Index,Rest Of Country,Index,83.7
2012,09,Residential Property Price Index,National,Index,76.9
2012,09,Residential Property Price Index,Dublin,Index,68.2
2012,09,Residential Property Price Index,Dublin,Index,63.0
2012,09,Residential Property Price Index,Rest Of Country,Index,67.7
2012,09,Residential Property Price Index,Rest Of Country,Index,70.3
2012,09,Residential Property Price Index,Dublin,Index,66.6
2012,09,Residential Property Price Index,National Excluding Dublin,Index,87.1
2012,09,Residential Property Price Index,Rest Of Country,Index,99.8
2012,09,Residential Property Price Index,Rest Of Country,Index,91.8
2012,09,Residential Property Price Index,Rest Of Country,Index,99.7
2012,09,Residential Property Price Index,Rest Of Country,Index,74.0
2012,09,Residential Property Price Index,Rest Of Country,Index,101.8
2012,09,Residential Property Price Index,Rest Of Country,Index,83.3
2012,09,Residential Property Price Index,Rest Of Country,Index,84.3
2012,10,Residential Property Price Index,National,Index,77.1
2012,10,Residential Property Price Index,Dublin,Index,68.8
2012,10,Residential Property Price Index,Dublin,Index,63.4
2012,10,Residential Property Price Index,Rest Of Country,Index,69.7
2012,10,Residential Property Price Index,Rest Of Country,Index,70.9
2012,10,Residential Property Price Index,Dublin,Index,67.4
2012,10,Residential Property Price Index,National Excluding Dublin,Index,86.8
2012,10,Residential Property Price Index,Rest Of Country,Index,100.0
2012,10,Residential Property Price Index,Rest Of Country,Index,90.0
2012,10,Residential Property Price Index,Rest Of Country,Index,98.6
2012,10,Residential Property Price Index,Rest Of Country,Index,74.7
2012,10,Residential Property Price Index,Rest Of Country,Index,100.7
2012,10,Residential Property Price Index,Rest Of Country,Index,83.5
2012,10,Residential Property Price Index,Rest Of Country,Index,84.1
2012,11,Residential Property Price Index,National,Index,76.8
2012,11,Residential Property Price Index,Dublin,Index,69.3
2012,11,Residential Property Price Index,Dublin,Index,64.3
2012,11,Residential Property Price Index,Rest Of Country,Index,70.9
2012,11,Residential Property Price Index,Rest Of Country,Index,71.5
2012,11,Residential Property Price Index,Dublin,Index,68.4
2012,11,Residential Property Price Index,National Excluding Dublin,Index,85.6
2012,11,Residential Property Price Index,Rest Of Country,Index,97.6
2012,11,Residential Property Price Index,Rest Of Country,Index,97.2
2012,11,Residential Property Price Index,Rest Of Country,Index,75.1
2012,11,Residential Property Price Index,Rest Of Country,Index,99.6
2012,11,Residential Property Price Index,Rest Of Country,Index,82.4
2012,11,Residential Property Price Index,Rest Of Country,Index,83.5
2012,12,Residential Property Price Index,National,Index,77.1
2012,12,Residential Property Price Index,Dublin,Index,70.3
2012,12,Residential Property Price Index,Dublin,Index,66.0
2012,12,Residential Property Price Index,Rest Of Country,Index,71.9
2012,12,Residential Property Price Index,Rest Of Country,Index,71.7
2012,12,Residential Property Price Index,Dublin,Index,69.6
2012,12,Residential Property Price Index,National Excluding Dublin,Index,85.2
2012,12,Residential Property Price Index,Rest Of Country,Index,96.1
2012,12,Residential Property Price Index,Rest Of Country,Index,87.3
2012,12,Residential Property Price Index,Rest Of Country,Index,75.9
2012,12,Residential Property Price Index,Rest Of Country,Index,97.5
2012,12,Residential Property Price Index,Rest Of Country,Index,82.0
2012,12,Residential Property Price Index,Rest Of Country,Index,83.7
2013,01,Residential Property Price Index,National,Index,75.5
2013,01,Residential Property Price Index,Dublin,Index,69.5
2013,01,Residential Property Price Index,Dublin,Index,65.7
2013,01,Residential Property Price Index,Rest Of Country,Index,73.0
2013,01,Residential Property Price Index,Rest Of Country,Index,71.1
2013,01,Residential Property Price Index,Dublin,Index,69.3
2013,01,Residential Property Price Index,National Excluding Dublin,Index,82.7
2013,01,Residential Property Price Index,Rest Of Country,Index,90.6
2013,01,Residential Property Price Index,Rest Of Country,Index,85.2
2013,01,Residential Property Price Index,Rest Of Country,Index,92.3
2013,01,Residential Property Price Index,Rest Of Country,Index,74.7
2013,01,Residential Property Price Index,Rest Of Country,Index,95.7
2013,01,Residential Property Price Index,Rest Of Country,Index,80.7
2013,01,Residential Property Price Index,Rest Of Country,Index,83.7
2013,02,Residential Property Price Index,National,Index,74.6
2013,02,Residential Property Price Index,Dublin,Index,68.2
2013,02,Residential Property Price Index,Dublin,Index,65.2
2013,02,Residential Property Price Index,Rest Of Country,Index,72.4
2013,02,Residential Property Price Index,Rest Of Country,Index,70.7
2013,02,Residential Property Price Index,Dublin,Index,69.8
2013,02,Residential Property Price Index,National Excluding Dublin,Index,82.2
2013,02,Residential Property Price Index,Rest Of Country,Index,88.8
2013,02,Residential Property Price Index,Rest Of Country,Index,84.9
2013,02,Residential Property Price Index,Rest Of Country,Index,91.3
2013,02,Residential Property Price Index,Rest Of Country,Index,75.5
2013,02,Residential Property Price Index,Rest Of Country,Index,95.2
2013,02,Residential Property Price Index,Rest Of Country,Index,78.8
2013,02,Residential Property Price Index,Rest Of Country,Index,82.7
2013,03,Residential Property Price Index,National,Index,73.6
2013,03,Residential Property Price Index,Dublin,Index,67.8
2013,03,Residential Property Price Index,Dublin,Index,65.6
2013,03,Residential Property Price Index,Rest Of Country,Index,72.0
2013,03,Residential Property Price Index,Rest Of Country,Index,69.7
2013,03,Residential Property Price Index,Dublin,Index,69.5
2013,03,Residential Property Price Index,National Excluding Dublin,Index,80.5
2013,03,Residential Property Price Index,Rest Of Country,Index,86.7
2013,03,Residential Property Price Index,Rest Of Country,Index,81.7
2013,03,Residential Property Price Index,Rest Of Country,Index,92.4
2013,03,Residential Property Price Index,Rest Of Country,Index,74.2
2013,03,Residential Property Price Index,Rest Of Country,Index,78.5
2013,03,Residential Property Price Index,Rest Of Country,Index,81.1
2013,04,Residential Property Price Index,National,Index,74.0
2013,04,Residential Property Price Index,Dublin,Index,68.6
2013,04,Residential Property Price Index,Dublin,Index,65.4
2013,04,Residential Property Price Index,Rest Of Country,Index,72.5
2013,04,Residential Property Price Index,Rest Of Country,Index,71.2
2013,04,Residential Property Price Index,Dublin,Index,69.9
2013,04,Residential Property Price Index,National Excluding Dublin,Index,80.4
2013,04,Residential Property Price Index,Rest Of Country,Index,87.7
2013,04,Residential Property Price Index,Rest Of Country,Index,83.1
2013,04,Residential Property Price Index,Rest Of Country,Index,93.9
2013,04,Residential Property Price Index,Rest Of Country,Index,73.4
2013,04,Residential Property Price Index,Rest Of Country,Index,87.9
2013,04,Residential Property Price Index,Rest Of Country,Index,78.1
2013,04,Residential Property Price Index,Rest Of Country,Index,80.2
2013,05,Residential Property Price Index,National,Index,74.0
2013,05,Residential Property Price Index,Dublin,Index,69.2
2013,05,Residential Property Price Index,Dublin,Index,65.4
2013,05,Residential Property Price Index,Rest Of Country,Index,72.2
2013,05,Residential Property Price Index,Rest Of Country,Index,71.5
2013,05,Residential Property Price Index,Dublin,Index,71.7
2013,05,Residential Property Price Index,National Excluding Dublin,Index,79.7
2013,05,Residential Property Price Index,Rest Of Country,Index,87.3
2013,05,Residential Property Price Index,Rest Of Country,Index,82.7
2013,05,Residential Property Price Index,Rest Of Country,Index,92.6
2013,05,Residential Property Price Index,Rest Of Country,Index,73.1
2013,05,Residential Property Price Index,Rest Of Country,Index,86.3
2013,05,Residential Property Price Index,Rest Of Country,Index,77.8
2013,05,Residential Property Price Index,Rest Of Country,Index,78.4
2013,06,Residential Property Price Index,National,Index,76.0
2013,06,Residential Property Price Index,Dublin,Index,71.9
2013,06,Residential Property Price Index,Dublin,Index,66.7
2013,06,Residential Property Price Index,Rest Of Country,Index,74.7
2013,06,Residential Property Price Index,Rest Of Country,Index,72.3
2013,06,Residential Property Price Index,Dublin,Index,72.5
2013,06,Residential Property Price Index,National Excluding Dublin,Index,80.8
2013,06,Residential Property Price Index,Rest Of Country,Index,86.8
2013,06,Residential Property Price Index,Rest Of Country,Index,84.3
2013,06,Residential Property Price Index,Rest Of Country,Index,94.8
2013,06,Residential Property Price Index,Rest Of Country,Index,72.5
2013,06,Residential Property Price Index,Rest Of Country,Index,84.6
2013,06,Residential Property Price Index,Rest Of Country,Index,77.4
2013,06,Residential Property Price Index,Rest Of Country,Index,79.8
2013,07,Residential Property Price Index,National,Index,77.9
2013,07,Residential Property Price Index,Dublin,Index,74.8
2013,07,Residential Property Price Index,Dublin,Index,68.5
2013,07,Residential Property Price Index,Rest Of Country,Index,77.5
2013,07,Residential Property Price Index,Rest Of Country,Index,73.4
2013,07,Residential Property Price Index,Dublin,Index,73.4
2013,07,Residential Property Price Index,National Excluding Dublin,Index,81.6
2013,07,Residential Property Price Index,Rest Of Country,Index,89.5
2013,07,Residential Property Price Index,Rest Of Country,Index,83.9
2013,07,Residential Property Price Index,Rest Of Country,Index,94.8
2013,07,Residential Property Price Index,Rest Of Country,Index,72.4
2013,07,Residential Property Price Index,Rest Of Country,Index,85.0
2013,07,Residential Property Price Index,Rest Of Country,Index,77.6
2013,07,Residential Property Price Index,Rest Of Country,Index,79.9
2013,08,Residential Property Price Index,National,Index,79.1
2013,08,Residential Property Price Index,Dublin,Index,76.9
2013,08,Residential Property Price Index,Dublin,Index,70.5
2013,08,Residential Property Price Index,Rest Of Country,Index,79.4
2013,08,Residential Property Price Index,Rest Of Country,Index,74.7
2013,08,Residential Property Price Index,Dublin,Index,74.9
2013,08,Residential Property Price Index,National Excluding Dublin,Index,81.7
2013,08,Residential Property Price Index,Rest Of Country,Index,89.9
2013,08,Residential Property Price Index,Rest Of Country,Index,94.7
2013,08,Residential Property Price Index,Rest Of Country,Index,72.6
2013,08,Residential Property Price Index,Rest Of Country,Index,86.9
2013,08,Residential Property Price Index,Rest Of Country,Index,76.5
2013,08,Residential Property Price Index,Rest Of Country,Index,80.4
2013,09,Residential Property Price Index,National,Index,80.4
2013,09,Residential Property Price Index,Dublin,Index,78.4
2013,09,Residential Property Price Index,Dublin,Index,72.5
2013,09,Residential Property Price Index,Rest Of Country,Index,81.0
2013,09,Residential Property Price Index,Rest Of Country,Index,76.4
2013,09,Residential Property Price Index,Dublin,Index,75.9
2013,09,Residential Property Price Index,National Excluding Dublin,Index,82.9
2013,09,Residential Property Price Index,Rest Of Country,Index,91.6
2013,09,Residential Property Price Index,Rest Of Country,Index,93.7
2013,09,Residential Property Price Index,Rest Of Country,Index,74.2
2013,09,Residential Property Price Index,Rest Of Country,Index,87.5
2013,09,Residential Property Price Index,Rest Of Country,Index,76.8
2013,09,Residential Property Price Index,Rest Of Country,Index,81.6
2013,10,Residential Property Price Index,National,Index,80.9
2013,10,Residential Property Price Index,Dublin,Index,78.8
2013,10,Residential Property Price Index,Dublin,Index,73.4
2013,10,Residential Property Price Index,Rest Of Country,Index,82.8
2013,10,Residential Property Price Index,Rest Of Country,Index,77.6
2013,10,Residential Property Price Index,Dublin,Index,76.5
2013,10,Residential Property Price Index,National Excluding Dublin,Index,83.5
2013,10,Residential Property Price Index,Rest Of Country,Index,91.5
2013,10,Residential Property Price Index,Rest Of Country,Index,80.6
2013,10,Residential Property Price Index,Rest Of Country,Index,94.1
2013,10,Residential Property Price Index,Rest Of Country,Index,74.8
2013,10,Residential Property Price Index,Rest Of Country,Index,87.7
2013,10,Residential Property Price Index,Rest Of Country,Index,78.5
2013,10,Residential Property Price Index,Rest Of Country,Index,82.4
2013,11,Residential Property Price Index,National,Index,81.1
2013,11,Residential Property Price Index,Dublin,Index,79.4
2013,11,Residential Property Price Index,Dublin,Index,74.8
2013,11,Residential Property Price Index,Rest Of Country,Index,84.8
2013,11,Residential Property Price Index,Rest Of Country,Index,77.1
2013,11,Residential Property Price Index,Dublin,Index,77.9
2013,11,Residential Property Price Index,National Excluding Dublin,Index,83.2
2013,11,Residential Property Price Index,Rest Of Country,Index,92.1
2013,11,Residential Property Price Index,Rest Of Country,Index,82.9
2013,11,Residential Property Price Index,Rest Of Country,Index,94.9
2013,11,Residential Property Price Index,Rest Of Country,Index,75.0
2013,11,Residential Property Price Index,Rest Of Country,Index,86.5
2013,11,Residential Property Price Index,Rest Of Country,Index,79.1
2013,11,Residential Property Price Index,Rest Of Country,Index,82.6
2013,12,Residential Property Price Index,Dublin,Index,80.5
2013,12,Residential Property Price Index,Dublin,Index,76.9
2013,12,Residential Property Price Index,Rest Of Country,Index,85.7
2013,12,Residential Property Price Index,Rest Of Country,Index,77.9
2013,12,Residential Property Price Index,Dublin,Index,78.9
2013,12,Residential Property Price Index,National Excluding Dublin,Index,84.1
2013,12,Residential Property Price Index,Rest Of Country,Index,91.0
2013,12,Residential Property Price Index,Rest Of Country,Index,84.2
2013,12,Residential Property Price Index,Rest Of Country,Index,94.4
2013,12,Residential Property Price Index,Rest Of Country,Index,76.2
2013,12,Residential Property Price Index,Rest Of Country,Index,87.7
2013,12,Residential Property Price Index,Rest Of Country,Index,79.4
2013,12,Residential Property Price Index,Rest Of Country,Index,84.4
2014,01,Residential Property Price Index,National,Index,81.9
2014,01,Residential Property Price Index,Dublin,Index,80.4
2014,01,Residential Property Price Index,Dublin,Index,77.5
2014,01,Residential Property Price Index,Rest Of Country,Index,87.2
2014,01,Residential Property Price Index,Rest Of Country,Index,76.7
2014,01,Residential Property Price Index,Dublin,Index,79.8
2014,01,Residential Property Price Index,National Excluding Dublin,Index,83.9
2014,01,Residential Property Price Index,Rest Of Country,Index,88.0
2014,01,Residential Property Price Index,Rest Of Country,Index,83.2
2014,01,Residential Property Price Index,Rest Of Country,Index,94.8
2014,01,Residential Property Price Index,Rest Of Country,Index,77.1
2014,01,Residential Property Price Index,Rest Of Country,Index,89.4
2014,01,Residential Property Price Index,Rest Of Country,Index,79.8
2014,01,Residential Property Price Index,Rest Of Country,Index,84.5
2014,02,Residential Property Price Index,National,Index,82.3
2014,02,Residential Property Price Index,Dublin,Index,80.9
2014,02,Residential Property Price Index,Dublin,Index,78.9
2014,02,Residential Property Price Index,Rest Of Country,Index,87.9
2014,02,Residential Property Price Index,Rest Of Country,Index,76.2
2014,02,Residential Property Price Index,Dublin,Index,80.5
2014,02,Residential Property Price Index,National Excluding Dublin,Index,84.0
2014,02,Residential Property Price Index,Rest Of Country,Index,83.6
2014,02,Residential Property Price Index,Rest Of Country,Index,93.6
2014,02,Residential Property Price Index,Rest Of Country,Index,78.0
2014,02,Residential Property Price Index,Rest Of Country,Index,89.3
2014,02,Residential Property Price Index,Rest Of Country,Index,81.2
2014,02,Residential Property Price Index,Rest Of Country,Index,84.9
2014,03,Residential Property Price Index,National,Index,82.7
2014,03,Residential Property Price Index,Dublin,Index,82.2
2014,03,Residential Property Price Index,Dublin,Index,79.5
2014,03,Residential Property Price Index,Rest Of Country,Index,88.5
2014,03,Residential Property Price Index,Rest Of Country,Index,78.3
2014,03,Residential Property Price Index,Dublin,Index,82.4
2014,03,Residential Property Price Index,National Excluding Dublin,Index,83.6
2014,03,Residential Property Price Index,Rest Of Country,Index,86.5
2014,03,Residential Property Price Index,Rest Of Country,Index,83.9
2014,03,Residential Property Price Index,Rest Of Country,Index,91.8
2014,03,Residential Property Price Index,Rest Of Country,Index,78.6
2014,03,Residential Property Price Index,Rest Of Country,Index,88.3
2014,03,Residential Property Price Index,Rest Of Country,Index,82.6
2014,03,Residential Property Price Index,Rest Of Country,Index,84.9
2014,04,Residential Property Price Index,National,Index,84.5
2014,04,Residential Property Price Index,Dublin,Index,84.7
2014,04,Residential Property Price Index,Dublin,Index,81.8
2014,04,Residential Property Price Index,Rest Of Country,Index,89.1
2014,04,Residential Property Price Index,Rest Of Country,Index,79.7
2014,04,Residential Property Price Index,Dublin,Index,85.4
2014,04,Residential Property Price Index,National Excluding Dublin,Index,84.6
2014,04,Residential Property Price Index,Rest Of Country,Index,85.6
2014,04,Residential Property Price Index,Rest Of Country,Index,93.5
2014,04,Residential Property Price Index,Rest Of Country,Index,79.3
2014,04,Residential Property Price Index,Rest Of Country,Index,87.6
2014,04,Residential Property Price Index,Rest Of Country,Index,83.0
2014,05,Residential Property Price Index,Dublin,Index,87.5
2014,05,Residential Property Price Index,Dublin,Index,84.5
2014,05,Residential Property Price Index,Rest Of Country,Index,89.2
2014,05,Residential Property Price Index,Rest Of Country,Index,83.0
2014,05,Residential Property Price Index,Dublin,Index,88.1
2014,05,Residential Property Price Index,National Excluding Dublin,Index,86.0
2014,05,Residential Property Price Index,Rest Of Country,Index,90.8
2014,05,Residential Property Price Index,Rest Of Country,Index,86.3
2014,05,Residential Property Price Index,Rest Of Country,Index,94.3
2014,05,Residential Property Price Index,Rest Of Country,Index,80.7
2014,05,Residential Property Price Index,Rest Of Country,Index,88.7
2014,05,Residential Property Price Index,Rest Of Country,Index,84.4
2014,05,Residential Property Price Index,Rest Of Country,Index,85.2
2014,06,Residential Property Price Index,National,Index,89.2
2014,06,Residential Property Price Index,Dublin,Index,91.4
2014,06,Residential Property Price Index,Rest Of Country,Index,91.9
2014,06,Residential Property Price Index,Rest Of Country,Index,86.4
2014,06,Residential Property Price Index,Dublin,Index,90.0
2014,06,Residential Property Price Index,National Excluding Dublin,Index,87.0
2014,06,Residential Property Price Index,Rest Of Country,Index,87.7
2014,06,Residential Property Price Index,Rest Of Country,Index,88.5
2014,06,Residential Property Price Index,Rest Of Country,Index,95.1
2014,06,Residential Property Price Index,Rest Of Country,Index,82.6
2014,06,Residential Property Price Index,Rest Of Country,Index,90.3
2014,06,Residential Property Price Index,Rest Of Country,Index,84.8
2014,06,Residential Property Price Index,Rest Of Country,Index,85.4
2014,07,Residential Property Price Index,National,Index,92.0
2014,07,Residential Property Price Index,Dublin,Index,95.4
2014,07,Residential Property Price Index,Dublin,Index,91.7
2014,07,Residential Property Price Index,Rest Of Country,Index,94.8
2014,07,Residential Property Price Index,Rest Of Country,Index,89.5
2014,07,Residential Property Price Index,Dublin,Index,92.9
2014,07,Residential Property Price Index,National Excluding Dublin,Index,88.4
2014,07,Residential Property Price Index,Rest Of Country,Index,87.8
2014,07,Residential Property Price Index,Rest Of Country,Index,88.4
2014,07,Residential Property Price Index,Rest Of Country,Index,95.6
2014,07,Residential Property Price Index,Rest Of Country,Index,84.5
2014,07,Residential Property Price Index,Rest Of Country,Index,90.4
2014,07,Residential Property Price Index,Rest Of Country,Index,84.7
2014,07,Residential Property Price Index,Rest Of Country,Index,87.4
2014,08,Residential Property Price Index,National,Index,93.5
2014,08,Residential Property Price Index,Dublin,Index,97.0
2014,08,Residential Property Price Index,Dublin,Index,94.0
2014,08,Residential Property Price Index,Rest Of Country,Index,97.0
2014,08,Residential Property Price Index,Rest Of Country,Index,91.4
2014,08,Residential Property Price Index,Dublin,Index,95.5
2014,08,Residential Property Price Index,National Excluding Dublin,Index,89.9
2014,08,Residential Property Price Index,Rest Of Country,Index,90.3
2014,08,Residential Property Price Index,Rest Of Country,Index,88.9
2014,08,Residential Property Price Index,Rest Of Country,Index,96.6
2014,08,Residential Property Price Index,Rest Of Country,Index,86.7
2014,08,Residential Property Price Index,Rest Of Country,Index,89.5
2014,08,Residential Property Price Index,Rest Of Country,Index,85.6
2014,08,Residential Property Price Index,Rest Of Country,Index,88.8
2014,09,Residential Property Price Index,National,Index,95.2
2014,09,Residential Property Price Index,Dublin,Index,98.7
2014,09,Residential Property Price Index,Dublin,Index,97.0
2014,09,Residential Property Price Index,Rest Of Country,Index,99.2
2014,09,Residential Property Price Index,Rest Of Country,Index,93.4
2014,09,Residential Property Price Index,Dublin,Index,97.3
2014,09,Residential Property Price Index,National Excluding Dublin,Index,91.5
2014,09,Residential Property Price Index,Rest Of Country,Index,90.9
2014,09,Residential Property Price Index,Rest Of Country,Index,90.1
2014,09,Residential Property Price Index,Rest Of Country,Index,98.4
2014,09,Residential Property Price Index,Rest Of Country,Index,88.7
2014,09,Residential Property Price Index,Rest Of Country,Index,90.2
2014,09,Residential Property Price Index,Rest Of Country,Index,87.6
2014,09,Residential Property Price Index,Rest Of Country,Index,89.9
2014,10,Residential Property Price Index,National,Index,96.2
2014,10,Residential Property Price Index,Dublin,Index,99.1
2014,10,Residential Property Price Index,Dublin,Index,98.8
2014,10,Residential Property Price Index,Rest Of Country,Index,100.5
2014,10,Residential Property Price Index,Rest Of Country,Index,94.6
2014,10,Residential Property Price Index,National Excluding Dublin,Index,93.2
2014,10,Residential Property Price Index,Rest Of Country,Index,93.2
2014,10,Residential Property Price Index,Rest Of Country,Index,91.5
2014,10,Residential Property Price Index,Rest Of Country,Index,99.3
2014,10,Residential Property Price Index,Rest Of Country,Index,90.5
2014,10,Residential Property Price Index,Rest Of Country,Index,92.0
2014,10,Residential Property Price Index,Rest Of Country,Index,89.6
2014,10,Residential Property Price Index,Rest Of Country,Index,91.4
2014,11,Residential Property Price Index,National,Index,96.6
2014,11,Residential Property Price Index,Dublin,Index,99.0
2014,11,Residential Property Price Index,Dublin,Index,100.5
2014,11,Residential Property Price Index,Rest Of Country,Index,100.8
2014,11,Residential Property Price Index,Rest Of Country,Index,95.7
2014,11,Residential Property Price Index,Dublin,Index,99.8
2014,11,Residential Property Price Index,National Excluding Dublin,Index,94.2
2014,11,Residential Property Price Index,Rest Of Country,Index,94.4
2014,11,Residential Property Price Index,Rest Of Country,Index,91.0
2014,11,Residential Property Price Index,Rest Of Country,Index,100.4
2014,11,Residential Property Price Index,Rest Of Country,Index,92.5
2014,11,Residential Property Price Index,Rest Of Country,Index,92.0
2014,11,Residential Property Price Index,Rest Of Country,Index,91.9
2014,12,Residential Property Price Index,National,Index,96.0
2014,12,Residential Property Price Index,Dublin,Index,97.7
2014,12,Residential Property Price Index,Dublin,Index,100.3
2014,12,Residential Property Price Index,Rest Of Country,Index,100.6
2014,12,Residential Property Price Index,Rest Of Country,Index,96.0
2014,12,Residential Property Price Index,Dublin,Index,99.7
2014,12,Residential Property Price Index,National Excluding Dublin,Index,94.4
2014,12,Residential Property Price Index,Rest Of Country,Index,95.2
2014,12,Residential Property Price Index,Rest Of Country,Index,91.5
2014,12,Residential Property Price Index,Rest Of Country,Index,98.6
2014,12,Residential Property Price Index,Rest Of Country,Index,93.9
2014,12,Residential Property Price Index,Rest Of Country,Index,93.0
2014,12,Residential Property Price Index,Rest Of Country,Index,93.2
2014,12,Residential Property Price Index,Rest Of Country,Index,93.8
2015,01,Residential Property Price Index,National,Index,96.3
2015,01,Residential Property Price Index,Dublin,Index,98.0
2015,01,Residential Property Price Index,Dublin,Index,100.5
2015,01,Residential Property Price Index,Rest Of Country,Index,99.8
2015,01,Residential Property Price Index,Rest Of Country,Index,97.6
2015,01,Residential Property Price Index,Dublin,Index,101.4
2015,01,Residential Property Price Index,National Excluding Dublin,Index,94.7
2015,01,Residential Property Price Index,Rest Of Country,Index,94.6
2015,01,Residential Property Price Index,Rest Of Country,Index,96.8
2015,01,Residential Property Price Index,Rest Of Country,Index,95.4
2015,01,Residential Property Price Index,Rest Of Country,Index,94.7
2015,01,Residential Property Price Index,Rest Of Country,Index,94.5
2015,01,Residential Property Price Index,Rest Of Country,Index,94.0
2015,02,Residential Property Price Index,National,Index,96.2
2015,02,Residential Property Price Index,Dublin,Index,97.9
2015,02,Residential Property Price Index,Dublin,Index,100.8
2015,02,Residential Property Price Index,Rest Of Country,Index,98.1
2015,02,Residential Property Price Index,Rest Of Country,Index,98.2
2015,02,Residential Property Price Index,Dublin,Index,102.0
2015,02,Residential Property Price Index,National Excluding Dublin,Index,94.6
2015,02,Residential Property Price Index,Rest Of Country,Index,95.0
2015,02,Residential Property Price Index,Rest Of Country,Index,95.1
2015,02,Residential Property Price Index,Rest Of Country,Index,95.7
2015,02,Residential Property Price Index,Rest Of Country,Index,96.1
2015,02,Residential Property Price Index,Rest Of Country,Index,94.1
2015,02,Residential Property Price Index,Rest Of Country,Index,95.4
2015,03,Residential Property Price Index,National,Index,96.7
2015,03,Residential Property Price Index,Dublin,Index,98.7
2015,03,Residential Property Price Index,Dublin,Index,100.2
2015,03,Residential Property Price Index,Rest Of Country,Index,99.3
2015,03,Residential Property Price Index,Rest Of Country,Index,98.5
2015,03,Residential Property Price Index,Dublin,Index,102.1
2015,03,Residential Property Price Index,National Excluding Dublin,Index,94.9
2015,03,Residential Property Price Index,Rest Of Country,Index,95.7
2015,03,Residential Property Price Index,Rest Of Country,Index,96.4
2015,03,Residential Property Price Index,Rest Of Country,Index,96.0
2015,03,Residential Property Price Index,Rest Of Country,Index,95.5
2015,03,Residential Property Price Index,Rest Of Country,Index,94.8
2015,04,Residential Property Price Index,National,Index,97.6
2015,04,Residential Property Price Index,Dublin,Index,98.7
2015,04,Residential Property Price Index,Dublin,Index,99.2
2015,04,Residential Property Price Index,Rest Of Country,Index,99.9
2015,04,Residential Property Price Index,Rest Of Country,Index,98.3
2015,04,Residential Property Price Index,Dublin,Index,101.6
2015,04,Residential Property Price Index,National Excluding Dublin,Index,96.7
2015,04,Residential Property Price Index,Rest Of Country,Index,95.9
2015,04,Residential Property Price Index,Rest Of Country,Index,95.5
2015,04,Residential Property Price Index,Rest Of Country,Index,96.9
2015,04,Residential Property Price Index,Rest Of Country,Index,97.4
2015,04,Residential Property Price Index,Rest Of Country,Index,96.6
2015,04,Residential Property Price Index,Rest Of Country,Index,96.7
2015,05,Residential Property Price Index,National,Index,98.7
2015,05,Residential Property Price Index,Dublin,Index,98.9
2015,05,Residential Property Price Index,Dublin,Index,99.1
2015,05,Residential Property Price Index,Rest Of Country,Index,99.0
2015,05,Residential Property Price Index,Rest Of Country,Index,99.4
2015,05,Residential Property Price Index,National Excluding Dublin,Index,98.4
2015,05,Residential Property Price Index,Rest Of Country,Index,96.6
2015,05,Residential Property Price Index,Rest Of Country,Index,95.8
2015,05,Residential Property Price Index,Rest Of Country,Index,98.0
2015,05,Residential Property Price Index,Rest Of Country,Index,98.4
2015,05,Residential Property Price Index,Rest Of Country,Index,99.1
2015,05,Residential Property Price Index,Rest Of Country,Index,98.2
2015,05,Residential Property Price Index,Rest Of Country,Index,98.7
2015,06,Residential Property Price Index,National,Index,100.0
2015,06,Residential Property Price Index,Dublin,Index,99.8
2015,06,Residential Property Price Index,Dublin,Index,99.3
2015,06,Residential Property Price Index,Rest Of Country,Index,99.4
2015,06,Residential Property Price Index,Rest Of Country,Index,99.9
2015,06,Residential Property Price Index,Dublin,Index,100.0
2015,06,Residential Property Price Index,National Excluding Dublin,Index,100.2
2015,06,Residential Property Price Index,Rest Of Country,Index,98.4
2015,06,Residential Property Price Index,Rest Of Country,Index,96.9
2015,06,Residential Property Price Index,Rest Of Country,Index,100.5
2015,06,Residential Property Price Index,Rest Of Country,Index,99.7
2015,06,Residential Property Price Index,Rest Of Country,Index,100.7
2015,06,Residential Property Price Index,Rest Of Country,Index,99.6
2015,07,Residential Property Price Index,National,Index,100.7
2015,07,Residential Property Price Index,Dublin,Index,100.0
2015,07,Residential Property Price Index,Dublin,Index,99.1
2015,07,Residential Property Price Index,Rest Of Country,Index,99.6
2015,07,Residential Property Price Index,Rest Of Country,Index,100.1
2015,07,Residential Property Price Index,Dublin,Index,99.5
